Application_order,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
2,1,133.1,100.0,1,1,0,1,0,0,6,5,12.5,0,6,2,13.5,1
1,1,130.0,128.6,1,0,1,0,0,0,7,7,14.728571428571428,0,8,8,16.327272727272728,0
1,1,135.0,137.1,1,0,1,0,0,0,6,6,12.0,0,6,5,14.8,0
1,1,143.0,149.0,1,0,1,0,0,0,6,6,11.428571428571429,0,6,6,11.0,1
2,1,150.0,147.0,1,0,1,0,0,3,6,6,14.166666666666666,2,6,6,13.5,0
1,1,150.0,150.0,0,0,1,0,0,1,6,5,12.5,0,6,5,14.6,0
1,0,130.0,103.5,0,0,1,0,1,0,6,6,14.166666666666666,0,6,6,14.333333333333334,0
1,1,115.0,109.4,1,0,1,0,0,0,6,6,12.666666666666666,0,6,5,13.4,0
3,1,146.0,143.6,1,0,1,0,0,0,6,6,12.5,0,6,6,13.0,1
3,1,132.0,124.3,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
5,1,116.0,119.5,1,0,0,0,0,0,6,0,0.0,0,6,0,0.0,1
1,1,163.0,175.6,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
2,1,122.0,116.1,1,0,1,0,1,0,5,5,11.2,0,5,3,11.0,0
2,1,136.0,126.6,1,0,1,0,0,0,6,6,16.5,0,6,6,17.428571428571427,1
1,1,142.0,130.8,1,0,1,0,0,0,5,3,13.666666666666666,0,5,5,12.0,0
6,1,139.0,133.5,1,0,1,0,1,0,8,7,15.228571428571428,0,8,7,15.228571428571428,0
1,1,140.0,136.9,1,0,1,0,0,5,9,9,12.77777777777778,4,9,9,13.22222222222222,0
1,1,165.0,142.3,0,0,1,0,1,0,8,7,14.428571428571429,0,8,7,14.428571428571429,0
3,1,122.0,114.3,1,0,1,0,0,0,6,6,13.875,0,6,6,13.714285714285714,0
2,1,135.0,122.9,1,0,1,0,0,0,7,7,13.128,0,8,6,13.193333333333332,0
1,1,128.0,117.2,1,0,1,0,0,0,7,6,11.605,0,8,7,12.4125,0
1,1,139.0,152.0,0,0,1,0,1,0,5,5,14.6,0,5,5,12.0,0
2,1,125.0,122.2,1,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
2,1,102.0,101.7,1,0,1,0,1,0,5,5,11.8,0,5,5,11.6,0
1,1,116.0,119.9,1,0,1,0,0,0,6,6,12.333333333333334,0,6,6,12.333333333333334,0
1,1,138.0,123.7,1,1,1,0,1,0,5,4,11.0,0,5,0,0.0,1
1,1,135.0,121.8,0,0,1,0,1,5,11,11,13.181818181818182,5,11,11,12.909090909090908,0
4,1,110.0,106.1,1,1,0,0,1,0,6,1,11.0,0,6,0,0.0,1
3,1,132.0,124.3,1,1,1,0,1,0,6,6,11.833333333333334,0,6,6,12.285714285714286,0
2,1,126.0,124.3,1,0,1,0,1,0,8,8,12.98125,0,8,8,12.98125,0
1,1,117.4,117.4,1,0,1,0,0,4,7,6,11.333333333333334,1,5,5,11.2,0
2,1,120.0,112.7,0,0,1,0,0,0,8,6,11.68,0,8,6,11.68,0
1,1,116.0,123.7,0,0,1,0,0,0,6,6,14.5,0,6,6,13.5,0
2,1,111.0,105.8,1,0,1,0,0,0,7,7,13.142857142857142,0,7,7,12.857142857142858,0
3,1,128.0,124.2,0,0,0,0,0,0,5,2,11.5,0,5,2,10.5,1
1,1,123.0,122.3,0,0,1,0,0,0,5,5,14.2,0,5,5,11.8,0
5,1,131.0,123.7,0,0,1,0,1,0,6,5,11.666666666666666,0,6,5,12.2,0
2,1,135.0,129.8,1,0,1,0,0,0,7,7,13.175,0,8,8,14.875,0
4,1,136.0,123.8,1,0,1,0,1,0,8,7,13.314285714285717,0,8,7,13.314285714285717,0
2,1,132.0,126.4,1,0,1,0,1,0,5,3,10.6,0,5,3,10.5,0
1,1,144.0,138.4,0,0,1,0,0,0,6,6,13.428571428571429,0,6,6,14.142857142857142,0
1,1,129.0,118.2,1,0,1,0,1,0,5,4,13.25,0,5,5,15.571428571428571,0
1,1,136.0,121.7,1,0,1,0,0,0,6,2,13.0,0,6,0,0.0,1
1,1,125.0,119.8,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
1,1,154.0,164.9,0,0,1,0,0,0,6,6,14.0,0,6,6,13.166666666666666,0
1,1,100.0,100.0,1,0,1,0,1,1,2,2,12.0,1,6,6,12.833333333333334,0
4,1,126.0,120.4,1,0,1,0,0,0,6,5,11.8,0,6,5,10.4,0
6,1,124.0,117.8,0,0,1,0,1,0,8,7,12.791428571428572,0,8,7,12.791428571428572,0
1,1,150.0,110.0,0,0,1,0,0,4,8,8,11.625,3,7,5,11.2,0
6,1,133.0,128.8,1,0,1,0,1,0,7,6,11.994444444444444,0,8,7,12.43142857142857,0
5,1,126.0,116.6,1,0,1,0,0,0,6,5,11.6,0,6,5,12.2,0
1,0,120.0,120.0,0,0,1,0,0,0,5,0,0.0,0,5,0,0.0,1
3,1,175.0,157.5,1,0,1,0,0,0,6,6,13.166666666666666,0,6,6,13.166666666666666,1
6,1,141.0,136.3,1,0,1,0,0,0,8,7,14.1,0,8,7,14.1,0
1,1,133.0,121.5,1,0,1,0,1,0,7,6,12.396666666666668,0,8,7,12.94285714285714,0
1,1,143.0,133.9,0,0,1,0,0,0,7,7,15.014285714285714,0,8,8,16.0875,0
1,1,141.0,136.8,1,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0
2,1,134.0,133.5,1,0,1,0,0,0,7,7,14.05,0,8,8,15.1,0
3,1,138.0,130.0,1,0,1,0,0,0,7,7,14.85,0,8,8,15.2,1
1,1,140.0,140.0,1,0,1,0,0,0,6,6,13.0,0,6,5,13.0,0
2,1,142.0,132.7,1,0,1,0,1,0,7,7,14.7875,0,8,8,15.8625,0
1,1,118.0,117.8,0,0,1,0,1,0,7,7,13.7,0,8,7,14.671428571428574,0
2,1,131.0,126.1,1,0,1,0,1,0,7,7,12.495714285714286,0,8,7,12.242857142857144,1
1,1,130.0,120.0,0,0,1,0,0,0,7,6,14.566666666666668,0,7,6,14.566666666666668,0
1,1,133.1,100.0,1,1,0,0,0,0,5,5,11.2,0,5,4,11.25,1
1,1,130.0,116.8,0,0,1,0,0,0,8,7,12.685714285714283,0,8,7,12.685714285714283,0
1,1,130.0,128.3,0,1,0,0,0,5,9,7,13.571428571428571,4,9,4,13.25,1
1,1,133.1,117.0,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
1,0,130.0,131.5,0,0,1,0,0,0,6,5,11.0,0,6,6,11.166666666666666,0
1,1,149.0,134.8,0,0,1,0,0,0,8,8,14.445,0,8,8,14.445,0
1,0,130.0,130.0,1,1,0,0,0,7,12,11,14.0,4,10,8,14.625,1
6,1,145.0,127.5,1,0,1,0,1,0,7,6,13.416666666666666,0,7,6,13.416666666666666,0
1,1,130.0,123.0,0,0,1,0,0,0,5,5,12.333333333333334,0,5,5,11.4,0
1,1,128.0,100.0,1,0,1,0,0,0,7,7,13.1,0,8,8,14.8125,0
2,1,111.0,114.2,1,0,1,0,0,0,6,4,13.2,0,6,5,12.8,0
1,1,140.0,123.5,1,0,1,0,1,0,8,8,14.75,0,8,8,14.75,0
1,1,140.0,144.3,1,0,1,0,1,3,6,6,13.142857142857142,2,6,6,14.333333333333334,0
1,1,151.0,161.9,0,0,1,0,0,0,5,4,13.75,0,5,5,14.857142857142858,0
1,1,132.0,135.9,0,0,1,0,0,0,6,5,12.4,0,6,6,13.0,0
2,1,116.0,110.1,1,0,1,0,0,0,6,6,13.333333333333334,0,6,6,12.0,0
1,1,120.0,122.5,0,0,0,0,0,11,11,11,11.727272727272728,8,8,8,12.0,1
1,1,158.0,138.1,1,0,1,0,0,0,6,4,12.5,0,6,1,14.0,1
1,1,116.0,117.3,1,1,1,0,0,0,0,0,0.0,0,0,0,0.0,1
2,1,112.0,106.8,1,0,1,0,1,0,7,6,13.533333333333331,0,8,7,13.614285714285714,0
1,1,126.0,120.1,0,0,1,0,1,0,6,6,13.166666666666666,0,6,6,12.666666666666666,0
2,1,120.0,116.5,1,0,1,0,1,0,6,5,13.2,0,6,5,11.0,0
1,1,153.0,139.7,1,0,1,0,1,0,7,7,13.428571428571429,0,7,7,14.857142857142858,0
2,1,124.0,123.7,1,0,1,0,1,1,6,6,12.714285714285714,0,6,6,12.625,0
2,1,127.0,116.5,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
1,1,126.0,122.2,0,0,1,0,1,0,6,6,13.666666666666666,0,6,6,13.666666666666666,0
1,1,133.1,146.0,0,1,1,0,0,0,6,5,11.0,0,6,6,13.166666666666666,0
1,1,130.0,123.8,0,0,1,0,0,0,5,4,12.0,0,5,5,12.0,0
3,1,127.0,120.0,0,0,1,0,0,0,6,0,0.0,0,6,0,0.0,1
3,1,143.0,126.9,1,0,1,0,0,0,6,5,11.0,0,6,6,11.666666666666666,0
4,1,130.0,121.3,1,0,1,0,0,0,6,5,12.0,0,6,6,11.571428571428571,1
3,1,136.0,129.0,1,0,1,0,1,0,7,7,13.308571428571428,0,8,8,12.55,0
1,1,125.0,114.9,1,1,0,0,0,0,6,3,13.666666666666666,0,6,3,10.666666666666666,1
1,1,110.0,106.5,1,1,0,0,0,0,6,0,0.0,0,6,0,0.0,1
1,1,130.0,133.9,1,0,1,0,0,0,6,5,12.2,0,6,4,11.25,0
1,1,135.0,124.9,0,0,1,0,1,0,6,6,12.666666666666666,0,6,6,12.833333333333334,0
2,1,133.0,128.5,1,0,1,0,1,0,8,8,14.07125,0,8,8,14.07125,0
1,1,122.0,126.2,1,0,1,0,0,0,5,4,14.25,0,5,5,13.2,1
1,1,122.0,121.7,1,0,0,0,0,0,6,0,0.0,0,2,0,0.0,1
1,1,128.0,120.3,1,0,1,0,0,0,6,2,13.0,0,6,5,11.6,0
4,1,139.0,127.8,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,1
2,1,124.0,123.3,1,0,1,0,1,0,8,7,14.901428571428571,0,8,7,14.901428571428571,1
3,1,135.0,126.3,1,1,1,0,1,0,7,7,12.65,0,8,8,12.445555555555554,0
1,0,110.0,128.2,0,0,0,0,0,7,12,7,11.0,5,5,5,10.6,1
4,1,138.0,134.9,1,0,1,0,0,0,5,4,12.4,0,5,5,12.666666666666666,0
1,1,140.0,140.0,0,0,1,0,0,0,6,6,12.0,0,6,6,12.666666666666666,0
5,1,126.0,115.5,1,0,1,0,1,0,7,7,12.135714285714286,0,8,7,13.328571428571427,0
1,1,145.0,136.6,0,0,1,0,1,0,7,6,13.766666666666666,0,8,7,14.051428571428572,0
1,1,124.0,119.3,1,0,1,0,0,0,8,8,13.11625,0,8,8,13.11625,0
1,1,160.0,152.0,1,0,0,0,0,0,5,0,0.0,0,6,0,0.0,1
1,1,138.0,144.3,0,0,1,0,0,0,7,6,12.7,0,8,7,13.571428571428571,0
1,1,127.0,129.5,1,0,1,0,1,0,7,6,12.333333333333334,0,7,6,12.333333333333334,0
3,1,111.0,105.4,0,0,1,0,0,0,5,5,13.333333333333334,0,5,5,13.2,0
1,1,100.0,136.0,1,0,1,0,0,4,7,7,14.355555555555554,5,8,8,13.49375,0
1,1,160.0,160.0,0,1,1,0,1,0,6,6,13.0,0,6,5,13.0,0
1,1,152.0,139.1,0,0,1,0,1,0,6,6,12.833333333333334,0,6,6,13.5,0
2,1,144.0,126.9,0,0,1,0,1,0,5,5,13.2,0,5,4,13.0,0
1,1,133.8,184.0,0,0,1,0,0,0,7,7,17.005555555555556,1,8,8,16.582222222222224,0
1,1,125.0,125.0,1,1,0,0,1,0,6,5,10.6,0,6,5,11.0,0
1,1,150.0,138.5,0,0,1,0,1,0,5,5,14.0,0,5,5,13.6,0
5,1,143.0,133.5,1,0,1,0,1,0,8,7,12.114285714285714,0,8,7,12.114285714285714,0
3,1,145.0,141.5,1,0,1,0,1,0,8,8,13.05875,0,8,8,13.05875,0
1,1,120.0,130.0,1,0,1,0,0,4,8,7,13.285714285714286,4,8,7,13.285714285714286,0
1,1,145.0,145.0,0,0,1,0,1,0,7,7,14.071428571428571,0,8,8,15.1625,0
1,1,122.0,114.3,0,0,0,0,0,0,6,0,0.0,0,6,0,0.0,1
1,1,110.0,108.3,0,0,0,0,0,4,9,4,11.25,3,10,3,11.0,1
3,1,136.0,125.2,1,0,1,0,1,0,6,6,14.0,0,6,6,13.625,0
1,1,145.0,131.7,1,0,1,0,1,0,6,6,12.166666666666666,0,6,3,11.666666666666666,1
4,1,141.0,126.3,1,0,1,0,0,0,8,7,13.297142857142855,0,8,7,13.297142857142855,0
1,1,149.0,147.6,1,0,1,0,0,0,6,6,13.923076923076923,0,6,6,14.25,0
6,1,130.0,125.1,1,0,1,0,0,0,7,7,13.37,0,8,7,12.833333333333334,0
1,1,128.0,130.8,1,0,1,0,0,0,5,4,15.0,0,5,4,13.75,1
1,1,152.0,154.1,0,1,1,0,1,0,6,6,13.333333333333334,0,6,6,12.571428571428571,0
2,0,107.0,103.5,1,0,1,0,0,0,6,5,13.4,0,6,5,12.2,0
1,0,141.0,100.0,0,0,1,0,0,1,5,4,11.5,1,5,5,11.4,0
1,1,148.0,133.8,0,0,1,0,0,0,8,7,13.485714285714284,0,8,7,13.485714285714284,0
1,1,130.0,118.5,0,0,1,0,1,0,6,6,12.0,0,6,6,11.285714285714286,0
1,1,145.0,150.3,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,1
3,1,135.0,120.5,1,0,1,0,0,0,8,7,13.258571428571427,0,8,7,13.258571428571427,0
1,1,123.0,120.6,1,0,0,0,0,0,6,3,11.666666666666666,0,6,1,10.0,1
4,1,126.0,118.7,1,0,1,0,1,0,6,6,13.571428571428571,0,6,6,12.5,0
2,1,150.0,130.8,0,0,1,0,1,0,6,5,11.8,0,6,5,11.833333333333334,0
1,1,121.0,112.6,1,0,1,0,1,0,5,5,14.2,0,5,5,13.285714285714286,0
1,0,133.1,117.2,0,0,1,0,0,0,5,5,11.0,0,5,5,11.8,0
3,1,139.0,131.8,1,0,1,0,0,0,8,7,14.652857142857142,0,8,7,14.652857142857142,0
1,0,160.0,97.0,0,0,1,0,1,0,6,6,11.333333333333334,0,6,6,11.333333333333334,0
1,1,110.0,130.0,0,1,0,0,0,0,7,4,13.7,0,7,0,0.0,1
1,0,140.0,148.0,0,0,1,0,0,7,11,11,13.727272727272728,4,8,8,14.75,0
2,1,130.0,103.4,0,0,1,0,0,4,7,7,11.75,3,8,7,11.142857142857142,1
2,1,132.0,127.1,0,0,1,1,0,0,6,6,12.333333333333334,0,6,5,13.0,0
2,1,139.0,124.0,1,0,1,0,1,0,6,6,14.0,0,6,6,13.857142857142858,1
1,1,135.0,121.4,0,0,1,1,0,0,5,4,11.5,0,5,4,11.75,0
1,1,117.0,118.1,0,0,1,1,0,0,5,5,11.2,0,5,5,13.2,0
4,1,137.0,121.3,1,0,1,1,1,0,8,7,15.07,0,8,7,15.07,0
1,1,144.0,119.5,0,0,1,1,0,0,5,1,10.0,0,5,1,12.0,1
1,1,140.0,130.2,1,0,1,1,0,0,6,4,13.0,0,6,4,12.6,0
4,1,130.0,130.0,1,0,1,1,0,0,6,4,11.0,0,6,3,11.25,1
2,1,130.0,126.9,1,0,1,0,0,0,6,6,13.571428571428571,0,6,5,12.166666666666666,0
2,1,152.0,168.5,1,0,1,1,0,0,6,5,14.6,0,6,5,14.2,0
1,1,133.1,130.0,0,1,1,0,0,0,7,3,11.833333333333334,0,7,2,10.0,1
1,1,140.0,122.8,0,0,1,0,1,0,7,7,12.625,0,8,8,12.5125,0
1,1,133.1,110.0,0,0,1,0,0,0,7,4,11.5,0,7,3,12.333333333333334,1
1,1,140.0,127.1,1,0,1,0,0,0,5,4,13.25,0,5,4,10.5,0
3,1,133.1,108.5,1,0,1,0,0,0,7,7,12.60625,0,8,6,11.9,0
1,1,140.0,138.2,0,1,0,0,0,7,10,8,13.75,4,9,5,13.2,1
1,1,135.0,124.5,0,0,1,0,1,0,6,5,11.142857142857142,0,6,6,12.285714285714286,0
1,1,140.0,132.3,1,0,1,0,0,0,5,1,10.0,0,5,1,11.0,1
1,1,128.0,120.7,1,1,1,0,0,0,6,6,11.666666666666666,0,6,4,11.5,0
1,1,141.0,132.6,0,0,1,0,1,0,6,6,14.0,0,6,6,13.142857142857142,0
2,1,140.0,140.0,0,0,1,0,0,0,5,0,0.0,0,5,0,0.0,1
6,1,139.0,124.5,1,0,1,0,0,0,8,7,12.04142857142857,0,8,7,12.04142857142857,0
1,1,142.0,142.0,1,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0
1,1,130.0,130.0,0,0,1,0,0,12,13,13,13.76923076923077,9,12,12,14.583333333333334,0
1,1,130.0,144.0,0,0,1,0,0,13,18,18,15.444444444444445,11,13,13,15.307692307692308,0
1,1,140.0,140.0,0,0,0,0,0,0,3,2,10.0,0,6,0,0.0,1
1,1,120.0,113.9,1,0,1,0,0,0,6,4,12.25,0,6,3,10.333333333333334,1
1,1,147.0,137.2,0,0,0,0,0,0,6,6,14.5,0,6,6,15.166666666666666,0
1,1,140.0,140.0,1,0,1,0,0,0,6,6,15.571428571428571,0,6,6,16.375,0
1,1,161.0,152.3,0,0,1,0,0,0,6,6,15.571428571428571,0,6,6,14.714285714285714,0
1,0,133.1,112.5,0,0,1,0,0,0,6,5,13.8,0,6,6,12.166666666666666,0
2,1,150.0,101.0,0,1,0,0,0,0,5,3,10.666666666666666,0,5,2,14.8,1
6,1,113.0,112.3,1,1,1,0,1,0,6,5,11.6,0,6,4,11.75,0
1,1,140.0,114.0,1,0,0,0,0,0,6,1,13.0,0,6,0,0.0,1
1,1,130.0,130.0,0,0,1,0,0,0,5,3,12.0,0,5,4,13.625,0
2,1,120.0,121.5,0,1,1,0,0,11,14,12,12.333333333333334,11,14,12,12.333333333333334,0
1,0,130.0,130.0,0,0,0,0,0,0,6,1,11.0,0,6,0,0.0,1
1,1,120.0,125.7,0,1,0,0,0,0,6,4,12.25,0,6,4,10.5,1
1,1,140.0,128.0,1,0,0,0,0,0,7,0,0.0,0,8,0,0.0,1
1,1,133.1,120.0,0,0,1,0,1,0,8,8,13.63,0,8,8,13.63,0
1,1,130.0,117.8,1,0,1,0,0,0,5,3,13.0,0,5,4,11.5,0
1,1,176.0,169.7,0,0,1,0,1,0,7,7,16.9,0,8,8,16.37777777777778,0
4,1,124.0,117.7,1,0,1,0,0,0,6,5,12.0,0,6,4,12.0,0
1,0,120.0,121.8,1,0,1,0,0,3,6,6,12.5,2,6,6,13.285714285714286,0
2,1,140.0,128.3,1,0,1,0,0,0,8,7,12.764285714285714,0,8,7,12.764285714285714,0
2,1,143.0,132.2,1,0,1,0,1,0,5,5,13.75,0,5,5,12.166666666666666,0
2,1,136.0,134.3,1,1,1,0,0,0,0,0,0.0,0,0,0,0.0,1
1,1,132.0,123.4,0,0,1,0,1,0,7,7,14.604285714285712,0,8,8,15.68333333333333,0
1,0,133.1,121.7,0,1,0,0,0,0,5,0,0.0,0,5,0,0.0,1
1,0,100.0,130.0,0,1,1,0,1,0,6,5,13.833333333333334,0,6,6,12.5,0
3,1,137.0,126.5,1,0,1,0,1,0,8,8,13.57625,0,8,8,13.57625,0
1,1,153.0,159.7,1,0,1,0,1,0,6,6,15.142857142857142,0,6,6,15.833333333333334,0
1,1,160.0,151.3,0,0,1,0,0,0,5,3,10.666666666666666,0,5,5,11.6,0
1,1,145.0,138.0,1,0,1,0,0,0,6,5,11.2,0,6,6,12.0,0
5,1,137.0,126.5,1,0,1,0,0,0,8,8,13.76375,0,8,8,13.76375,0
1,1,120.0,112.3,0,0,1,0,1,0,6,5,10.714285714285714,0,6,5,12.2,0
1,1,122.0,127.3,1,1,1,0,0,0,6,6,12.166666666666666,0,6,6,11.666666666666666,0
1,1,130.0,130.0,1,0,1,0,0,1,7,6,14.357142857142858,1,7,6,14.357142857142858,0
2,1,133.1,115.0,1,0,1,0,0,0,6,6,12.833333333333334,0,6,6,12.666666666666666,0
6,1,150.0,131.5,1,0,1,0,0,0,8,7,13.925714285714283,0,8,7,13.925714285714283,0
1,0,133.1,125.7,0,0,1,0,0,0,5,2,12.0,0,5,3,11.0,1
6,1,141.0,126.8,1,0,1,0,0,0,7,7,13.44285714285714,0,8,8,13.744444444444444,0
1,1,146.0,132.4,1,0,1,1,0,0,5,1,16.0,0,5,0,0.0,1
1,1,150.0,150.0,1,0,1,1,0,0,6,6,13.125,0,6,6,13.2,0
1,1,133.1,95.0,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,0,120.0,128.2,0,0,0,1,0,5,9,5,11.4,4,4,4,11.0,1
1,1,150.0,130.0,0,0,0,1,0,0,4,2,11.0,0,5,3,11.666666666666666,1
1,1,140.0,159.9,1,0,1,0,0,2,6,5,13.666666666666666,2,6,5,13.0,0
1,0,140.0,100.0,0,0,0,0,0,2,6,4,11.75,0,5,1,10.0,1
1,1,133.1,116.5,0,0,1,0,0,0,7,1,10.0,0,7,1,13.0,1
1,1,128.0,120.0,0,0,1,0,1,0,6,6,13.5,0,6,6,12.833333333333334,0
3,1,117.0,117.0,1,1,1,0,0,0,6,0,0.0,0,6,0,0.0,1
2,1,124.0,118.1,1,0,0,0,0,0,6,3,13.0,0,6,5,11.8,1
1,1,158.0,153.5,1,0,1,0,0,0,6,6,14.833333333333334,0,6,6,16.0,0
1,1,137.0,127.9,1,0,1,0,0,0,6,6,11.833333333333334,0,6,6,12.857142857142858,0
3,1,123.0,118.8,1,0,1,0,1,0,6,5,12.0,0,6,5,12.333333333333334,0
1,1,126.0,126.7,1,0,1,0,0,0,6,4,12.75,0,6,6,11.333333333333334,0
1,1,133.1,110.0,1,0,1,0,1,0,6,0,0.0,0,6,1,10.0,1
1,1,115.0,115.0,1,0,1,0,0,0,6,6,12.0,0,6,6,12.857142857142858,0
3,1,132.0,119.0,1,0,1,0,0,0,7,7,11.677777777777775,0,8,8,13.8,0
4,1,132.0,121.8,1,0,1,0,1,0,8,7,13.6,0,8,7,13.6,0
1,1,143.0,133.4,1,0,1,0,0,0,6,6,16.0,0,6,6,15.875,0
3,1,137.0,131.4,1,0,1,0,0,0,6,5,11.8,0,6,6,11.5,0
1,1,130.0,135.0,0,1,1,1,0,0,5,0,0.0,2,6,2,14.0,1
2,1,121.0,122.8,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,130.0,140.0,0,1,1,0,1,0,6,6,16.142857142857142,0,6,6,16.2,0
2,1,135.0,125.3,1,0,1,0,1,0,8,7,11.785714285714286,0,8,7,11.785714285714286,0
6,1,137.0,126.3,1,0,1,0,1,0,8,8,13.42375,0,8,8,13.42375,0
1,1,100.0,100.0,0,0,1,0,0,0,6,6,12.5,0,6,5,14.166666666666666,0
2,1,127.0,121.3,1,0,1,0,1,0,8,7,12.464285714285714,0,8,7,12.464285714285714,0
1,1,140.0,120.0,0,0,1,0,0,0,6,1,10.0,0,6,0,0.0,1
1,1,131.0,129.7,1,0,1,0,0,0,5,5,12.6,0,5,4,12.4,0
1,1,151.0,132.1,1,0,1,0,0,0,5,2,10.0,0,5,4,12.0,1
1,1,130.0,120.3,0,0,1,0,0,0,7,0,0.0,0,6,0,0.0,1
1,0,120.0,120.0,0,0,1,0,0,0,5,5,11.6,0,5,5,12.333333333333334,0
2,1,136.0,123.1,1,0,1,0,0,0,6,6,12.166666666666666,0,6,6,13.5,0
5,1,125.0,119.4,1,0,1,0,0,0,6,4,13.6,0,6,5,12.666666666666666,0
1,1,133.1,140.0,0,0,0,0,0,0,5,4,12.5,0,5,5,11.8,1
1,1,120.0,113.0,1,0,1,0,1,0,6,6,11.714285714285714,0,6,6,12.625,0
3,1,143.0,133.9,1,0,1,1,1,0,6,6,13.5,0,6,6,13.0,0
3,1,133.1,115.5,1,0,1,1,1,0,8,7,13.024285714285714,0,8,7,13.024285714285714,0
5,1,121.0,116.5,1,0,0,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,168.0,171.2,0,0,1,1,1,0,5,5,17.333333333333332,0,5,5,18.571428571428573,0
1,1,124.0,119.1,0,0,1,1,1,0,5,4,11.0,0,5,4,11.5,0
2,1,127.0,121.1,1,0,1,1,0,0,7,6,13.666666666666666,0,7,6,12.5,1
1,1,137.0,132.8,0,0,1,1,0,0,6,6,12.833333333333334,0,6,6,11.833333333333334,0
1,1,120.0,126.7,1,0,1,1,0,0,6,5,12.6,0,6,4,11.5,0
1,1,110.0,105.8,1,0,1,1,0,0,7,6,14.333333333333334,0,8,7,13.771428571428572,0
1,1,143.0,140.0,0,0,1,1,0,0,8,7,14.285714285714286,0,8,7,14.285714285714286,0
1,1,120.0,120.0,0,0,1,1,0,2,6,3,11.75,0,6,2,10.0,1
5,1,124.0,119.5,1,0,1,1,0,0,5,5,14.8,0,5,5,17.6,0
1,1,168.0,153.9,0,1,0,1,0,0,6,0,0.0,0,6,0,0.0,1
1,0,133.1,130.0,0,0,1,1,0,0,6,1,10.0,0,5,0,0.0,1
2,1,150.0,107.0,1,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,140.0,132.8,0,0,1,1,0,0,7,4,12.6,0,7,5,12.38,1
1,0,145.0,127.5,1,0,1,1,0,0,5,5,12.428571428571429,0,5,5,11.8,0
1,1,123.0,122.0,0,0,1,1,0,0,5,3,12.333333333333334,0,5,0,0.0,1
5,1,120.0,114.8,1,0,0,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,140.0,140.0,0,1,1,1,0,0,0,0,0.0,0,0,0,0.0,0
1,1,126.0,111.0,0,1,1,1,0,5,11,10,12.1,2,8,8,13.333333333333334,0
2,1,137.0,133.2,1,0,1,0,1,0,6,6,14.714285714285714,0,6,6,15.0,0
3,1,130.0,123.0,1,0,1,0,0,0,6,6,12.666666666666666,0,6,6,12.833333333333334,0
1,1,150.0,150.0,0,0,1,0,1,7,12,12,14.384615384615383,5,10,10,13.3,0
3,1,147.0,132.3,1,0,1,0,1,0,5,5,13.4,0,5,5,12.2,0
1,1,140.0,126.0,1,0,1,0,0,0,8,7,13.314285714285717,0,8,7,13.314285714285717,0
3,1,132.0,119.3,1,0,1,0,0,0,8,7,11.98857142857143,0,8,7,11.98857142857143,0
1,1,130.0,133.8,1,0,1,0,0,6,11,11,11.545454545454543,3,9,8,12.88888888888889,0
1,1,130.0,126.5,1,0,1,0,1,0,6,6,16.46153846153846,0,6,6,13.875,0
1,1,151.0,138.4,1,0,1,0,1,0,6,6,13.666666666666666,0,6,6,12.833333333333334,0
4,1,144.0,129.0,1,0,1,0,0,0,7,7,12.65,0,8,8,13.411111111111111,1
2,1,131.0,129.8,1,0,1,0,0,0,7,6,14.37,0,8,7,14.65,0
5,1,130.0,128.3,1,0,0,0,1,0,6,3,12.0,0,6,3,10.666666666666666,1
1,1,130.0,130.0,0,0,1,0,1,0,6,4,12.0,0,6,3,11.0,1
2,1,131.0,121.9,1,0,1,0,0,0,6,5,12.6,0,6,5,11.2,0
5,1,135.0,129.4,0,1,1,0,0,0,6,6,12.166666666666666,0,6,6,12.333333333333334,0
5,1,145.0,125.5,1,0,1,0,1,0,8,8,13.76375,0,8,8,13.76375,0
6,1,118.0,117.8,1,0,1,0,1,0,7,6,12.4,0,7,6,12.8,0
2,1,152.0,139.0,1,0,1,0,0,0,7,6,14.333333333333334,0,7,6,14.333333333333334,0
1,1,137.0,137.7,1,1,0,0,0,0,6,1,10.0,0,6,0,0.0,1
